ID,name,handedness,height,weight,avg,HR
580,Tony Cloninger,Right,72,210,0.192,11
581,Jim Gosger,Left,71,185,0.226,30
582,Chuck Harrison,Right,70,185,0.238,17
583,Mike Ivie,Right,75,205,0.269,81
586,Marvell Wynne,Left,71,175,0.247,40
587,Dusty Baker,Right,74,183,0.278,242
588,Tucker Ashford,Right,73,195,0.218,6
589,Ned Yost,Right,73,190,0.212,16
590,Bob Stinson,Both,71,180,0.25,33
592,Gaylord Perry,Right,76,205,0.131,6
593,Dave Marshall,Left,73,182,0.246,16
594,Mickey Hatcher,Right,74,200,0.28,38
595,Roger Repoz,Left,75,190,0.224,82
597,John Orsino,Right,75,215,0.249,40
599,Johnny Briggs,Left,73,190,0.253,139
601,Dave Hostetler,Right,76,215,0.229,37
602,Bob Jones,Left,74,195,0.221,20
603,Keith Hernandez,Left,72,180,0.296,162
606,Willie Upshaw,Left,72,185,0.262,123
607,Dick Green,Right,70,180,0.24,80
608,Dane Iorg,Left,72,180,0.276,14
609,Richie Hebner,Left,73,195,0.276,203
610,Fran Healy,Right,77,220,0.25,20
611,Doc Edwards,Right,74,215,0.238,15
612,Sandy Alomar,Both,69,140,0.245,13
613,Joe Strain,Right,70,169,0.25,1
614,Gene Richards,Left,72,175,0.29,26
615,Buddy Bell,Right,73,180,0.279,201
616,Al Woods,Left,75,190,0.271,35
617,Rudy Law,Left,73,165,0.271,18
619,Jody Davis,Right,76,192,0.245,127
620,Mike Edwards,Right,70,154,0.25,2
623,Deron Johnson,Right,74,200,0.244,245
625,Don Wert,Right,70,162,0.242,77
626,Mike Fiore,Left,72,175,0.227,13
627,Miguel Dilone,Both,72,160,0.265,6
628,Greg Luzinski,Right,73,220,0.276,307
629,Bobby Tolan,Left,71,170,0.265,86
632,Ron Woods,Right,70,168,0.233,26
633,Tony Horton,Right,75,210,0.268,76
634,Randy Hundley,Right,71,170,0.236,82
635,Jose Tartabull,Left,71,165,0.261,2
636,Ben Oglivie,Left,74,160,0.273,235
638,Bob Johnson,Right,70,175,0.272,44
639,Don Buford,Both,67,160,0.264,93
640,Duane Kuiper,Left,72,175,0.271,1
641,Brant Alyea,Right,75,215,0.247,38
642,Jerry Narron,Left,75,205,0.211,21
643,Lou Johnson,Right,71,170,0.258,48
644,Ken Retzer,Left,72,185,0.264,14
645,Mike Brown,Right,74,195,0.265,23
647,Greg Walker,Left,75,205,0.26,113
648,Terry Harper,Right,76,195,0.253,36
649,Jerry Royster,Right,72,165,0.249,40
652,Barry Bonnell,Right,75,190,0.272,56
653,Tom Seaver,Right,73,195,0.154,12
654,Jerry Martin,Right,73,195,0.251,85
655,Bill Stein,Right,70,170,0.267,44
656,Joel Youngblood,Right,72,180,0.265,80
657,Reggie Jackson,Left,72,195,0.262,563
658,Sonny Jackson,Left,69,150,0.251,7
660,Rodney Scott,Both,72,160,0.236,3
661,Rich Coggins,Left,68,170,0.265,12
662,Phil Gagliano,Right,73,180,0.238,14
663,Jerry McNertney,Right,72,180,0.237,27
664,Mitchell Page,Left,74,205,0.266,72
665,Kiko Garcia,Right,71,180,0.239,12
666,Larry Milbourne,Both,72,161,0.254,11
667,Bill Sudakis,Both,73,190,0.234,59
669,Domingo Ramos,Right,70,154,0.24,8
670,Ron Oester,Both,74,185,0.265,42
671,Glenn Adams,Left,73,180,0.28,34
673,Joe Morgan,Left,67,160,0.271,268
674,R.J. Reynolds,Both,72,190,0.267,35
676,Lee Thomas,Left,74,195,0.255,106
677,Ray Fosse,Right,74,215,0.256,61
678,Paul Popovich,Both,72,175,0.233,14
679,John Stephenson,Left,71,180,0.216,12
680,Doug Clemens,Left,72,180,0.229,12
682,Orlando Mercado,Right,72,180,0.199,7
683,Charley Smith,Right,73,170,0.239,69
685,Buddy Biancalana,Both,71,160,0.205,6
687,Bob Uecker,Right,73,190,0.2,14
688,Felix Torres,Right,71,165,0.254,27
689,Steve Braun,Left,70,180,0.271,52
690,Ray Knight,Right,73,185,0.271,84
691,Ty Cline,Left,72,170,0.238,6
692,Thad Bosley,Left,75,175,0.272,20
693,Bobby Grich,Right,74,180,0.266,224
694,Jimmie Hall,Left,72,175,0.254,121
695,John Boccabella,Right,73,195,0.219,26
696,Brock Davis,Left,70,160,0.26,1
698,Curt Blefary,Left,74,195,0.237,112
701,Mack Jones,Left,73,180,0.252,133
702,Buddy Bradford,Right,71,170,0.226,52
703,Hosken Powell,Left,73,175,0.259,17
705,Dave Stapleton,Right,73,178,0.271,41
706,Gary Ward,Right,74,195,0.276,130
707,Jim Lonborg,Right,77,200,0.136,3
708,Joe Lis,Right,72,175,0.233,32
709,Dan Meyer,Left,71,180,0.253,86
710,Jim Holt,Left,72,180,0.265,19
712,Larry Herndon,Right,75,190,0.274,107
716,Wallace Johnson,Both,72,173,0.255,5
718,Eddie Leon,Right,72,170,0.236,24
720,Jim Wohlford,Right,71,175,0.26,21
721,J.R. Richard,Right,80,222,0.168,10
722,Bill Voss,Left,74,160,0.227,19
723,Keith Moreland,Right,72,190,0.279,121
725,Alex Johnson,Right,72,205,0.288,78
726,Wayne Krenchicki,Left,73,180,0.266,15
728,Dave Rosello,Right,71,160,0.236,10
730,Paul Schaal,Right,71,165,0.244,57
731,Tito Landrum,Right,71,175,0.249,13
732,Dave Edwards,Right,72,170,0.237,14
733,Mario Guerrero,Right,70,155,0.257,7
734,Tom Tresh,Both,73,180,0.245,153
736,Ron Roenicke,Both,72,180,0.238,17
737,Doug Griffin,Right,72,160,0.245,7
738,Steve Blass,Right,72,165,0.172,1
739,Johnnie LeMaster,Right,74,165,0.222,22
741,Nate Oliver,Right,70,160,0.226,2
742,Ray Sadecki,Left,71,180,0.191,5
743,Ken Rudolph,Right,73,180,0.213,6
744,Wayne Nordhagen,Right,74,205,0.282,39
745,Biff Pocoroba,Both,70,175,0.257,21
746,Len Matuszek,Left,74,190,0.234,30
748,Joe Lefebvre,Left,70,170,0.258,31
749,Jim Maloney,Left,74,190,0.201,7
750,Andre Robertson,Right,70,155,0.251,5
751,Jerry Zimmerman,Right,74,185,0.204,3
754,Chet Lemon,Right,72,190,0.273,215
756,Phil Mankowski,Left,72,180,0.264,8
757,Cleon Jones,Right,72,185,0.281,93
758,Joaquin Andujar,Both,72,170,0.127,5
759,Mike Lum,Left,72,180,0.247,90
760,Johnny Grubb,Left,75,175,0.278,99
761,Curt Motton,Right,68,164,0.213,25
762,Johnny Bench,Right,73,197,0.267,389
763,Dale Berra,Right,72,180,0.236,49
765,Bob Meacham,Both,73,175,0.236,8
767,Carl Warwick,Right,70,170,0.248,31
768,Sam Bowens,Right,73,188,0.223,45
769,George Wright,Both,71,180,0.245,42
770,Luis Aguayo,Right,69,173,0.236,37
771,Hal Lanier,Right,74,180,0.228,8
773,Len Randle,Both,70,169,0.257,27
774,Greg Pryor,Right,72,180,0.25,14
775,Jim Traber,Left,72,194,0.227,27
776,Dave Nelson,Right,70,160,0.244,20
777,Lynn Jones,Right,69,175,0.252,7
778,Bryan Little,Both,70,160,0.245,3
779,Ken Suarez,Right,69,175,0.227,5
780,Rick Peters,Both,69,170,0.277,2
781,Ron Stone,Left,74,185,0.241,6
783,Tommie Agee,Right,71,195,0.255,130
784,Bob Bailey,Right,73,180,0.257,189
785,Cap Peterson,Right,74,195,0.23,19
786,Ted Uhlaender,Left,74,190,0.263,36
787,Ted Simmons,Both,71,193,0.285,248
788,Bobby Murcer,Left,71,160,0.277,252
789,Dick Tracewski,Right,71,160,0.213,8
792,Bill Nahorodny,Right,74,200,0.241,25
793,Bill Madlock,Right,71,180,0.305,163
794,Bob Boone,Right,74,195,0.254,105
796,Steve Kemp,Left,72,195,0.278,130
797,Rick Burleson,Right,70,165,0.273,50
801,Carl Taylor,Right,74,200,0.266,10
802,Terry Harmon,Right,74,180,0.233,4
803,Mike Hargrove,Left,72,195,0.29,80
805,Steve Hovley,Left,70,188,0.258,8
806,Don Leppert,Right,74,220,0.229,15
814,Lee May,Right,75,195,0.267,354
816,Sam McDowell,Left,77,190,0.154,2
817,Rick Renick,Right,72,188,0.221,20
818,Jeff Torborg,Right,72,195,0.214,8
819,Dave Campbell,Right,73,180,0.213,20
820,Pat Kelly,Left,73,185,0.264,76
821,Al Weis,Both,72,160,0.219,7
822,Jerry Turner,Left,69,180,0.257,45
823,Rick Auerbach,Right,72,165,0.22,9
825,Don Wilson,Right,74,195,0.146,1
828,Sandy Valdespino,Left,68,170,0.23,7
832,Ken Phelps,Left,73,209,0.239,123
833,Cesar Cedeno,Right,74,175,0.285,199
835,Phil Linz,Right,73,180,0.235,11
836,Manny Mota,Right,70,160,0.304,31
838,Steve Renko,Right,77,230,0.215,6
839,Rick Sofield,Left,73,195,0.243,9
842,Doug DeCinces,Right,74,190,0.259,237
843,John Castino,Right,71,175,0.278,41
844,Dave May,Left,70,186,0.251,96
845,Ron Washington,Right,71,155,0.261,20
846,Billy Grabarkewitz,Right,70,165,0.236,28
847,Willie Aikens,Left,75,220,0.271,110
848,Earl Williams,Right,75,215,0.247,138
851,Don Hahn,Right,73,180,0.236,7
852,Todd Cruz,Right,72,175,0.22,34
853,Tom Egan,Right,76,218,0.2,22
854,Bob Heise,Right,72,175,0.247,1
855,Tommy Harper,Right,69,165,0.257,146
856,Joe Wallis,Both,71,180,0.244,16
857,Max Alvis,Right,71,185,0.247,111
858,Rico Carty,Right,75,200,0.299,204
859,Mike Cubbage,Left,72,180,0.258,34
861,Merritt Ranew,Left,71,170,0.247,8
862,Lyman Bostock,Left,73,180,0.311,23
863,Damaso Garcia,Right,73,165,0.283,36
866,Roy Howell,Left,73,190,0.261,80
867,Boog Powell,Left,76,230,0.266,339
869,Sonny Siebert,Right,75,190,0.173,12
871,Bobby Darwin,Right,74,190,0.251,83
873,Dan Driessen,Left,71,187,0.267,153
874,Bruce Miller,Right,73,185,0.246,1
875,Bob Bailor,Right,71,170,0.264,9
876,Tommy Helms,Right,70,165,0.269,34
877,Tony Armas,Right,71,182,0.252,251
878,Willie Horton,Right,71,209,0.273,325
879,Lou Piniella,Right,72,182,0.291,102
880,Butch Hobson,Right,73,193,0.248,98
881,John Wathan,Right,74,205,0.262,21
882,Hal King,Left,73,200,0.214,24
883,Mike Krukow,Right,77,205,0.193,5
884,Andres Mora,Right,72,180,0.223,27
885,Barry Foote,Right,75,205,0.23,57
886,Ed Ott,Left,70,190,0.259,33
887,Alan Wiggins,Both,74,160,0.259,5
888,Ron Clark,Right,70,175,0.189,5
891,Julio Gotay,Right,72,180,0.26,6
892,Gary Alexander,Right,74,195,0.23,55
893,Andre Thornton,Right,75,200,0.254,253
894,Bob Oliver,Right,75,205,0.256,94
900,Bob Robertson,Right,73,195,0.242,115
903,Ollie Brown,Right,74,178,0.265,102
905,Frank Quilici,Right,73,170,0.214,5
907,Joe Pepitone,Left,74,185,0.258,219
908,Steve Barber,Left,72,195,0.115,5
910,Norm Miller,Left,70,185,0.238,24
913,Bob Chance,Left,74,196,0.261,24
914,Julio Cruz,Both,69,165,0.237,23
915,Bill Sample,Right,69,175,0.272,46
918,Craig Kusick,Right,75,210,0.235,46
919,Rudy Meoli,Left,69,165,0.212,2
920,Ruppert Jones,Left,70,170,0.25,147
921,Glenn Hoffman,Right,73,175,0.242,23
922,Russ Gibson,Right,73,195,0.228,8
924,Terry Francona,Left,73,190,0.274,16
925,John Bateman,Right,75,210,0.23,81
926,Luis Pujols,Right,74,175,0.193,6
927,Joe Gaines,Right,73,190,0.241,21
928,Doug Rader,Right,74,208,0.251,155
929,Mickey Stanley,Right,73,185,0.248,117
932,Phil Bradley,Right,72,185,0.286,78
933,Winston Llenas,Right,70,165,0.23,3
934,Charlie Moore,Right,71,180,0.261,36
935,Ralph Garr,Left,71,185,0.306,75
936,Tommy John,Right,75,180,0.157,5
937,Bruce Benedict,Right,73,175,0.242,18
938,John Ellis,Right,74,225,0.262,69
939,Wes Parker,Both,73,180,0.267,64
941,David Green,Right,75,170,0.268,31
942,Reid Nichols,Right,71,165,0.266,22
943,Rick Reichardt,Right,75,210,0.261,116
944,Luis Tiant,Right,72,180,0.164,5
946,Broderick Perkins,Left,70,180,0.271,8
947,Leon Roberts,Right,75,200,0.267,78
948,Ray Burris,Right,77,200,0.151,1
949,Len Gabrielson,Left,76,210,0.253,37
950,Johnny Edwards,Left,76,220,0.242,81
952,Tom Grieve,Right,74,190,0.249,65
954,Bob Forsch,Right,76,200,0.213,12
956,Danny Cater,Right,72,170,0.276,66
957,Bill Schroeder,Right,74,200,0.24,61
958,Clay Dalrymple,Left,72,190,0.233,55
959,Carlos May,Left,71,200,0.274,90
960,Reggie Smith,Both,72,180,0.287,314
963,Davey Johnson,Right,73,170,0.261,136
964,Ellis Valentine,Right,76,205,0.278,123
965,Roy White,Both,70,160,0.271,160
966,Mike Brumley,Left,70,195,0.229,5
967,Al Luplow,Left,70,175,0.235,33
969,Dick Allen,Right,71,187,0.292,351
970,Doug Ault,Right,75,200,0.236,17
971,Mark Wagner,Right,72,165,0.243,3
973,Willie Stargell,Left,74,188,0.282,475
974,Steve Carlton,Left,76,210,0.201,13
975,Jake Wood,Right,73,163,0.25,35
976,Del Unser,Left,73,180,0.258,87
977,Bob Brower,Right,71,185,0.242,17
978,Ray Culp,Right,72,200,0.123,1
979,Ivan Murrell,Right,74,195,0.236,33
980,Lee Mazzilli,Both,73,180,0.259,93
981,Garth Iorg,Right,71,170,0.258,20
982,Alan Ashby,Both,74,185,0.245,90
983,Bob Brenly,Right,74,210,0.247,91
984,Ron Blomberg,Left,73,195,0.293,52
985,Jim Rooker,Right,72,195,0.201,7
986,Tim Blackwell,Both,71,170,0.228,6
988,Jerry Morales,Right,70,155,0.259,95
989,Davey Lopes,Right,69,170,0.263,155
990,Catfish Hunter,Right,72,190,0.226,6
991,Mario Soto,Right,72,174,0.132,1
992,Jimmy Wynn,Right,70,160,0.25,291
993,Hank Allen,Right,72,190,0.241,6
994,Jim Fregosi,Right,73,190,0.265,151
995,Pepe Frias,Right,70,159,0.24,1
996,Mike Schmidt,Right,74,195,0.267,548
997,Willie Montanez,Left,72,170,0.275,139
998,Rey Quinones,Right,71,160,0.243,29
999,Mike Squires,Left,71,185,0.26,6
1000,Champ Summers,Left,74,205,0.255,54
1002,Bert Campaneris,Right,70,160,0.259,79
1003,Bobby Valentine,Right,70,189,0.26,12
1004,Rob Andrews,Right,72,185,0.251,3
1005,Tom Haller,Left,76,195,0.257,134
1007,Ed Stroud,Left,71,180,0.237,14
1008,Ron Swoboda,Right,74,195,0.242,73
1009,Harry Spilman,Left,73,180,0.237,18
1010,Bob Barton,Right,72,175,0.226,9
1011,Daryl Sconiers,Left,74,185,0.265,15
1012,Joe Torre,Right,74,212,0.297,252
1013,Al Ferrara,Right,73,200,0.259,51
1015,Sixto Lezcano,Right,70,165,0.271,148
1017,Dave Nicholson,Right,74,215,0.212,61
1018,Freddie Patek,Right,65,148,0.242,41
1019,Ken Hubbs,Right,74,175,0.247,14
1020,Pepe Mangual,Right,70,157,0.242,16
1021,Leron Lee,Left,72,196,0.25,31
1023,Steve Ontiveros,Both,72,185,0.274,24
1024,Willie Davis,Left,74,180,0.279,182
1025,Tom Lawless,Right,71,170,0.207,2
1026,Jerry Moses,Right,75,210,0.251,25
1027,Bobby Bonds,Right,73,190,0.268,332
1028,Dave McNally,Right,71,185,0.133,9
1029,Darrell Brown,Both,72,184,0.274,1
1030,Roy Foster,Right,72,185,0.253,45
1031,Denis Menke,Right,72,185,0.25,101
1032,Hal Breeden,Right,74,200,0.243,21
1033,Manny Trillo,Right,73,150,0.263,61
1034,Jackie Gutierrez,Right,71,175,0.237,4
1035,Jerry Kenney,Left,73,170,0.237,7
1036,Fred Kendall,Right,73,185,0.234,31
1037,Mike Anderson,Right,74,200,0.246,28
1039,Joe Charboneau,Right,74,205,0.266,29
1040,Jimmie Schaffer,Right,69,170,0.223,11
1041,Junior Kennedy,Right,71,175,0.248,4
1042,Wilbur Howard,Both,74,170,0.25,6
1043,Rod Gilbreath,Right,74,180,0.248,14
1044,Mark Brouhard,Right,73,210,0.259,25
1046,Mike Young,Both,74,195,0.247,72
1047,Chris Speier,Right,73,175,0.246,112
1048,Gene Michael,Both,74,183,0.229,15
1049,Vic Harris,Both,71,165,0.217,13
1050,Mike Fischlin,Right,73,165,0.22,3
1051,Don Money,Right,73,170,0.261,176
1052,Joe Rudi,Right,74,200,0.264,179
1053,Jim Rice,Right,74,200,0.298,382
1056,Gil Garrido,Right,69,150,0.237,1
1057,Marty Perez,Right,71,160,0.246,22
1058,Tom Matchick,Left,73,173,0.215,4
1059,Jack Perconte,Left,70,160,0.27,2
1060,Ed Kirkpatrick,Left,71,195,0.238,85
1061,Jerry Grote,Right,70,185,0.252,39
1062,Ellie Hendricks,Left,73,175,0.22,62
1063,Jim Beauchamp,Right,74,190,0.231,14
1065,Tito Fuentes,Both,71,175,0.268,45
1066,Ron Brand,Right,67,167,0.239,3
1067,Leo Cardenas,Right,71,150,0.257,118
1068,Art Shamsky,Left,73,168,0.253,68
1070,Ron Cey,Right,70,185,0.261,316
1071,Skip Jutze,Right,71,190,0.215,3
1072,Butch Wynegar,Both,73,190,0.255,65
1073,Ron LeFlore,Right,72,200,0.288,59
1074,Bill Russell,Right,72,175,0.263,46
1075,Gene Tenace,Right,72,190,0.241,201
1076,Bubba Morton,Right,70,175,0.267,14
1077,Ellie Rodriguez,Right,71,185,0.245,16
1078,Darrel Chaney,Both,74,188,0.217,14
1079,Dick Nen,Left,74,200,0.224,21
1081,Bill Freehan,Right,75,203,0.262,200
1082,Steve Nicosia,Right,70,185,0.248,11
1083,Ted Savage,Right,73,185,0.233,34
1084,Pete Mackanin,Right,74,190,0.226,30
1085,Rich Dauer,Right,72,180,0.257,43
1087,Rowland Office,Left,72,170,0.259,32
1088,Rick Leach,Left,73,180,0.268,18
1089,Dwayne Murphy,Left,73,185,0.246,166
1090,Larry Harlow,Left,74,185,0.248,12
1091,Mike Epstein,Left,75,230,0.244,130
1092,Jerry Mumphrey,Both,74,185,0.289,70
1094,Glenn Beckert,Right,73,190,0.283,22
1095,Ron Davis,Right,72,175,0.233,10
1096,Mike Shannon,Right,75,195,0.255,68
1097,Jason Thompson,Left,76,200,0.261,208
1098,Wayne Tolleson,Both,69,160,0.241,9
1101,Mike Jorgensen,Left,72,195,0.243,95
1102,Ed Romero,Right,71,160,0.247,8
1103,Rick Joseph,Right,73,192,0.243,13
1104,Cecil Cooper,Left,74,165,0.298,241
1105,Bill Almon,Right,75,180,0.254,36
1106,Joe Ferguson,Right,74,200,0.24,122
1108,Jerry Terrell,Right,71,165,0.253,4
1110,Dave Revering,Left,76,210,0.265,62
1111,Curt Ford,Left,70,150,0.245,7
1112,Jerry Dybzinski,Right,74,180,0.234,3
1114,Bob Burda,Left,71,174,0.224,13
1115,Jesse Gonder,Left,70,180,0.251,26
1116,Gary Sutherland,Right,72,185,0.243,24
1117,Bob Coluccio,Right,71,183,0.22,26
1118,Dave Rader,Left,71,165,0.257,30
1119,Ron Gardenhire,Right,72,175,0.232,4
1120,Bill Sharp,Left,70,178,0.255,9
1121,Alan Bannister,Right,71,170,0.27,19
1122,Bob Watson,Right,72,201,0.295,184
1123,Ken Harrelson,Right,74,190,0.239,131
1124,Bobby Wine,Right,73,187,0.215,30
1126,John Kennedy,Right,72,185,0.225,32
1127,Chico Ruiz,Both,72,169,0.24,2
1129,Gail Hopkins,Left,70,198,0.266,25
1130,Doug Frobel,Left,76,196,0.201,20
1131,Luis Melendez,Right,72,165,0.248,9
1133,Bill Plummer,Right,73,190,0.188,14
1134,Buck Rodgers,Both,74,190,0.232,31
1135,Phil Niekro,Right,73,180,0.169,7
1137,Tom Poquette,Left,70,175,0.268,10
1139,Brian Asselstine,Left,73,175,0.254,12
1140,Rick Miller,Left,72,175,0.269,28
1141,Ed Charles,Right,70,170,0.263,86
1145,Floyd Rayford,Right,70,190,0.244,38
1147,Tony Conigliaro,Right,75,185,0.264,166
1149,Jim Barr,Right,75,205,0.162,1
1150,Jerry Remy,Left,69,165,0.275,7
1152,Frank Duffy,Right,73,180,0.232,26
1154,Tom O'Malley,Left,72,180,0.256,13
1155,Phil Garner,Right,70,175,0.26,109
